User_ID,Age,Gender,Annual_Income,Risk_Tolerance,Investment_Goal,Preferred_Sector,Investment_Horizon,Current_Investments,Recommended_Portfolio
U2295,28,Female,77990,Low,Emergency Fund,Real Estate,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2296,31,Female,154011,Medium,House Purchase,Healthcare,Short-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2297,58,Other,119509,Low,Education,Healthcare,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2298,52,Male,46786,Low,Wealth Growth,Real Estate,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2299,62,Male,56650,Low,Education,Real Estate,Medium-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2300,28,Female,164202,Medium,House Purchase,Consumer Goods,Long-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2301,30,Other,80703,Low,Wealth Growth,Energy,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2302,55,Male,68332,Medium,Emergency Fund,Consumer Goods,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2303,30,Male,172866,Low,Retirement,Healthcare,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2304,45,Female,53581,Medium,Wealth Growth,Consumer Goods,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2305,22,Female,53401,Medium,Wealth Growth,Consumer Goods,Medium-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2306,41,Female,73768,Low,House Purchase,Tech,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2307,45,Male,27454,Medium,Education,Healthcare,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2308,64,Female,116448,High,House Purchase,Finance,Long-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U2309,41,Female,139514,Low,Retirement,Healthcare,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2310,59,Female,100147,High,Education,Finance,Long-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2311,42,Female,177561,High,Education,Energy,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U2312,64,Male,130996,Low,House Purchase,Consumer Goods,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2313,61,Female,35523,Low,Emergency Fund,Tech,Short-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2314,53,Male,63431,High,Wealth Growth,Healthcare,Short-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2315,44,Male,127517,High,House Purchase,Finance,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2316,28,Male,106102,High,Wealth Growth,Tech,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2317,42,Female,131954,Medium,Wealth Growth,Real Estate,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2318,48,Male,195502,Medium,Retirement,Healthcare,Short-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U2319,39,Male,192415,Medium,Wealth Growth,Finance,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2320,49,Female,22929,High,House Purchase,Real Estate,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2321,21,Female,195763,Low,Education,Finance,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2322,33,Female,79451,Low,Education,Real Estate,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2323,57,Female,129608,Medium,Wealth Growth,Finance,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2324,62,Female,186541,Medium,Education,Finance,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2325,47,Female,39998,Medium,Education,Healthcare,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2326,29,Female,143837,High,Education,Healthcare,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2327,21,Female,69233,Low,Emergency Fund,Tech,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2328,61,Female,92125,Medium,Wealth Growth,Energy,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2329,36,Female,36915,Medium,Education,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2330,43,Female,115718,Medium,House Purchase,Healthcare,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2331,45,Female,114602,Low,Emergency Fund,Energy,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2332,64,Female,128011,Medium,Retirement,Tech,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2333,30,Female,96585,Low,Emergency Fund,Consumer Goods,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2334,30,Male,90926,Medium,Wealth Growth,Tech,Medium-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2335,56,Male,38921,Medium,Retirement,Real Estate,Medium-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2336,24,Male,52404,Medium,House Purchase,Real Estate,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2337,42,Male,99845,High,Education,Consumer Goods,Short-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2338,53,Male,54155,Low,Education,Consumer Goods,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2339,32,Male,99271,Medium,Wealth Growth,Energy,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U2340,48,Male,90777,Medium,Education,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2341,58,Female,92258,High,Education,Healthcare,Short-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2342,20,Male,173944,Medium,Retirement,Energy,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2343,49,Female,92528,Medium,Wealth Growth,Consumer Goods,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2344,21,Male,35880,High,Emergency Fund,Consumer Goods,Medium-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2345,52,Female,177228,Medium,House Purchase,Energy,Short-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U2346,40,Female,75142,Medium,Retirement,Healthcare,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2347,58,Other,189594,Low,Emergency Fund,Healthcare,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2348,63,Female,53526,Medium,Education,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2349,38,Male,170347,High,House Purchase,Real Estate,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U2350,47,Male,89906,High,Retirement,Tech,Medium-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2351,49,Female,56725,Low,Wealth Growth,Real Estate,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2352,55,Other,140046,Low,House Purchase,Healthcare,Medium-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2353,29,Male,121364,High,Education,Real Estate,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2354,58,Male,38665,Medium,Emergency Fund,Healthcare,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2355,29,Female,140229,Medium,Retirement,Energy,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U2356,23,Male,71941,Low,Education,Tech,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2357,35,Male,39222,Medium,House Purchase,Real Estate,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2358,56,Female,93323,Medium,Retirement,Healthcare,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2359,42,Other,127635,Medium,Wealth Growth,Finance,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2360,61,Female,187142,High,Retirement,Energy,Long-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2361,58,Female,151937,High,House Purchase,Healthcare,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2362,23,Female,90644,Medium,Education,Consumer Goods,Medium-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2363,57,Other,36013,Medium,Wealth Growth,Healthcare,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2364,47,Female,97824,Low,House Purchase,Real Estate,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2365,64,Other,98049,Low,Retirement,Healthcare,Medium-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2366,24,Other,170048,Medium,Emergency Fund,Real Estate,Short-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2367,61,Male,72766,Medium,Retirement,Healthcare,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2368,41,Male,154407,Low,Retirement,Healthcare,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2369,59,Female,58635,High,Retirement,Finance,Long-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U2370,57,Male,67559,Medium,Wealth Growth,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2371,56,Other,79679,Medium,House Purchase,Real Estate,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2372,28,Male,111684,High,Education,Consumer Goods,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2373,63,Female,151399,Medium,Wealth Growth,Finance,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2374,24,Female,78615,Medium,House Purchase,Finance,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2375,37,Male,193041,Medium,Emergency Fund,Consumer Goods,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2376,50,Male,48126,Medium,House Purchase,Healthcare,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2377,60,Other,168104,Medium,Education,Energy,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2378,57,Male,175418,High,Education,Consumer Goods,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2379,54,Female,166730,Medium,House Purchase,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2380,52,Male,107438,High,Retirement,Energy,Long-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2381,46,Male,76379,Low,Wealth Growth,Real Estate,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2382,57,Male,168622,Low,Education,Consumer Goods,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2383,32,Female,179200,Low,Education,Real Estate,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2384,48,Female,62574,Medium,Education,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2385,53,Male,173768,High,Retirement,Real Estate,Medium-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2386,31,Male,181319,Medium,Wealth Growth,Tech,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2387,56,Female,56747,Medium,House Purchase,Energy,Long-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2388,44,Female,33363,Medium,Retirement,Consumer Goods,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2389,47,Female,51880,Medium,House Purchase,Energy,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2390,49,Other,76659,Low,Retirement,Finance,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2391,56,Male,39963,Low,Emergency Fund,Finance,Long-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U2392,24,Female,172930,Low,Retirement,Energy,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2393,23,Other,113879,High,Emergency Fund,Healthcare,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2394,25,Other,106103,Medium,Education,Healthcare,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2395,37,Male,64424,High,House Purchase,Healthcare,Short-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U2396,62,Female,186276,High,Wealth Growth,Healthcare,Long-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2397,27,Female,182153,Low,Emergency Fund,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2398,30,Male,31287,Low,Wealth Growth,Consumer Goods,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2399,60,Male,199989,Medium,House Purchase,Healthcare,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2400,33,Female,62449,Medium,Education,Tech,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2401,28,Female,38115,Medium,Wealth Growth,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2402,47,Female,197506,Medium,Education,Consumer Goods,Medium-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U2403,50,Female,127933,High,Retirement,Energy,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2404,22,Male,75922,Low,House Purchase,Tech,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2405,23,Male,36079,Medium,Wealth Growth,Energy,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U2406,35,Male,185861,Medium,Emergency Fund,Real Estate,Long-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2407,55,Male,111897,Medium,Emergency Fund,Energy,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2408,35,Male,136155,Medium,Emergency Fund,Energy,Medium-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U2409,27,Female,123782,Low,Retirement,Real Estate,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2410,48,Male,177468,Low,Retirement,Real Estate,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2411,53,Male,46817,Medium,Retirement,Real Estate,Long-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2412,20,Male,38978,High,Emergency Fund,Consumer Goods,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U2413,27,Female,181497,Low,Education,Finance,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2414,23,Female,97206,Medium,Retirement,Real Estate,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2415,40,Male,149044,Medium,House Purchase,Finance,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2416,62,Female,104025,Low,Wealth Growth,Real Estate,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2417,30,Other,51725,Low,Wealth Growth,Real Estate,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2418,57,Male,27620,Medium,Emergency Fund,Healthcare,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2419,40,Female,114969,Medium,House Purchase,Consumer Goods,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2420,53,Other,105712,Medium,Emergency Fund,Healthcare,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2421,34,Male,40308,Medium,Education,Healthcare,Short-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2422,43,Female,193851,Low,Education,Energy,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2423,48,Other,40608,Medium,Retirement,Real Estate,Long-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2424,23,Male,121181,Medium,House Purchase,Healthcare,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2425,55,Female,79769,High,Retirement,Energy,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2426,30,Male,132104,Medium,House Purchase,Tech,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2427,43,Male,146208,High,Education,Tech,Long-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U2428,62,Male,104398,Medium,Education,Finance,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2429,56,Female,195307,High,Education,Real Estate,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2430,63,Male,95702,Low,Emergency Fund,Healthcare,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2431,62,Female,157593,Medium,Wealth Growth,Tech,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2432,52,Female,178816,High,Wealth Growth,Energy,Long-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U2433,35,Female,37254,High,Education,Energy,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U2434,48,Female,59105,Medium,Wealth Growth,Finance,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2435,51,Female,143922,Medium,Wealth Growth,Consumer Goods,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2436,21,Male,119566,Low,House Purchase,Tech,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2437,20,Male,63670,Low,Education,Healthcare,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2438,55,Female,115219,Medium,Retirement,Tech,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2439,49,Male,92917,Medium,Emergency Fund,Finance,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2440,29,Female,153849,High,Education,Tech,Short-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U2441,21,Female,137269,Medium,Education,Healthcare,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2442,21,Female,125193,High,Wealth Growth,Finance,Short-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U2443,52,Female,109305,Medium,Education,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2444,29,Male,118351,High,House Purchase,Finance,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2445,20,Male,70811,High,House Purchase,Finance,Long-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2446,47,Female,74997,Medium,House Purchase,Real Estate,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2447,60,Female,162260,Medium,Education,Finance,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2448,22,Female,38814,Medium,Education,Tech,Medium-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2449,34,Female,197990,High,Wealth Growth,Real Estate,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2450,33,Male,149376,High,Emergency Fund,Real Estate,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U2451,21,Male,146499,Medium,Emergency Fund,Real Estate,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U2452,27,Female,172402,Medium,Retirement,Real Estate,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2453,60,Female,109289,High,House Purchase,Tech,Long-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U2454,36,Male,81424,High,Emergency Fund,Real Estate,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2455,58,Male,198473,Low,Education,Energy,Long-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2456,54,Female,137385,Medium,Education,Healthcare,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2457,47,Female,145895,Medium,Retirement,Healthcare,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2458,63,Female,78598,Medium,House Purchase,Healthcare,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2459,34,Female,43089,High,House Purchase,Energy,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2460,52,Female,89267,Medium,House Purchase,Finance,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2461,57,Female,34772,Medium,Wealth Growth,Finance,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2462,39,Male,142485,Medium,Emergency Fund,Tech,Long-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2463,30,Male,27267,Medium,Retirement,Healthcare,Medium-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U2464,57,Male,116229,Medium,House Purchase,Tech,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2465,24,Male,96908,Low,Emergency Fund,Energy,Short-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U2466,47,Male,129811,Medium,Wealth Growth,Consumer Goods,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2467,41,Other,112875,Low,Education,Tech,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2468,43,Female,72992,High,Emergency Fund,Finance,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U2469,59,Other,141954,High,Emergency Fund,Consumer Goods,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U2470,22,Female,181191,Low,Education,Real Estate,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2471,49,Male,106815,Medium,House Purchase,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U2472,49,Other,181554,Low,Wealth Growth,Healthcare,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2473,62,Other,195413,Medium,Retirement,Real Estate,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2474,51,Other,178153,Low,Emergency Fund,Finance,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U2475,20,Male,140512,Medium,Wealth Growth,Real Estate,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U2476,60,Female,70488,Medium,Emergency Fund,Healthcare,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U2477,21,Male,176301,High,Emergency Fund,Finance,Short-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U2478,24,Male,183312,Medium,House Purchase,Energy,Medium-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U2479,50,Female,116536,Medium,Retirement,Consumer Goods,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
